appid,community_id,cosine_similarity
797400,2,-0.06996212554411171
797400,3,-0.06996212554411171
797400,4,-0.06996212554411171
797400,5,-0.06996212554411171
797400,6,-0.06996212554411171
797400,7,-0.06996212554411171
797400,8,-0.06996212554411171
797400,9,-0.05574399994108582
797400,10,-0.06996212554411171
797400,11,-0.05574399994108582
797400,12,-0.06996212554411171
797400,13,-0.06996212554411171
1039960,0,-0.03228734799105986
1039960,1,-0.12350295593216332
1039960,2,-0.03228734799105985
1039960,3,-0.03228734799105985
1039960,4,-0.03228734799105985
1039960,5,-0.03228734799105985
1039960,6,-0.03228734799105985
1039960,7,-0.03228734799105985
1039960,8,-0.03228734799105985
1039960,9,-0.12350295593216332
1039960,10,-0.03228734799105985
1039960,11,-0.12350295593216332
1039960,12,-0.03228734799105985
1039960,13,-0.03228734799105985
20530,0,-0.14220372269441706
20530,1,-0.07481357003328033
20530,2,-0.14220372269441703
20530,3,-0.14220372269441703
20530,4,-0.14220372269441703
20530,5,-0.14220372269441703
20530,6,-0.14220372269441703
20530,7,-0.14220372269441703
20530,8,-0.14220372269441703
20530,9,-0.07481357003328033
20530,10,-0.14220372269441703
20530,11,-0.07481357003328033
20530,12,-0.14220372269441703
20530,13,-0.14220372269441703
2473640,0,-0.16684157828732196
2473640,1,-0.21714053610277478
2473640,2,-0.166841578287322
2473640,3,-0.166841578287322
2473640,4,-0.166841578287322
2473640,5,-0.166841578287322
2473640,6,-0.166841578287322
2473640,7,-0.166841578287322
2473640,8,-0.166841578287322
2473640,9,-0.21714053610277478
2473640,10,-0.166841578287322
2473640,11,-0.21714053610277478
2473640,12,-0.166841578287322
2473640,13,-0.166841578287322
672150,0,-0.23403955734280846
672150,1,-0.17873200118534968
672150,2,-0.23403955734280846
672150,3,-0.23403955734280846
672150,4,-0.23403955734280846
672150,5,-0.23403955734280846
672150,6,-0.23403955734280846
672150,7,-0.23403955734280846
672150,8,-0.23403955734280846
672150,9,-0.17873200118534968
672150,10,-0.23403955734280846
672150,11,-0.17873200118534968
672150,12,-0.23403955734280846
672150,13,-0.23403955734280846
1040460,0,-0.23335458800249786
1040460,1,-0.17009822642083838
1040460,2,-0.23335458800249792
1040460,3,-0.23335458800249792
1040460,4,-0.23335458800249792
1040460,5,-0.23335458800249792
1040460,6,-0.23335458800249792
1040460,7,-0.23335458800249792
1040460,8,-0.23335458800249792
1040460,9,-0.17009822642083838
1040460,10,-0.23335458800249792
1040460,11,-0.17009822642083838
1040460,12,-0.23335458800249792
1040460,13,-0.23335458800249792
1649010,0,-0.20999824239594111
1649010,1,-0.15966744250425383
1649010,2,-0.20999824239594117
1649010,3,-0.20999824239594117
1649010,4,-0.20999824239594117
1649010,5,-0.20999824239594117
1649010,6,-0.20999824239594117
1649010,7,-0.20999824239594117
1649010,8,-0.20999824239594117
1649010,9,-0.15966744250425383
1649010,10,-0.20999824239594117
1649010,11,-0.15966744250425383
1649010,12,-0.20999824239594117
1649010,13,-0.20999824239594117
716390,0,-0.03883211526632291
716390,1,0.020713493544139233
716390,2,-0.03883211526632291
716390,3,-0.03883211526632291
716390,4,-0.03883211526632291
716390,5,-0.03883211526632291
716390,6,-0.03883211526632291
716390,7,-0.03883211526632291
716390,8,-0.03883211526632291
