appid,best_community_idx,best_community_id,similarity,above_threshold
1424860,7,7,0.5809870958328247,False
1984020,27,27,0.5917109847068787,False
237890,36,36,0.3557688295841217,False
739970,36,36,0.4365910291671753,False
963770,2,2,0.4962053894996643,False
3546740,1,1,0.41240450739860535,False
2549090,2,2,0.4968733787536621,False
2110820,2,2,0.6245776414871216,False
734580,2,2,0.4647136330604553,False
2078510,23,23,0.48700228333473206,False
218510,21,21,0.5262916088104248,False
990390,2,2,0.6319524049758911,False
1389360,21,21,0.4801989793777466,False
664830,2,2,0.578313946723938,False
2348170,11,11,0.4137575030326843,False
2525880,21,21,0.39741742610931396,False
461880,2,2,0.5391180515289307,False
2901520,2,2,0.45538023114204407,False
289340,21,21,0.559282124042511,False
328730,2,2,0.6021263599395752,False
1407870,2,2,0.5218107104301453,False
1503790,27,27,0.5220469236373901,False
1120370,36,36,0.6217759251594543,False
2955370,2,2,0.48305949568748474,False
2550090,2,2,0.4170198440551758,False
395200,2,2,0.5370141863822937,False
1680700,2,2,0.4841516613960266,False
1366810,23,23,0.29167822003364563,False
2143170,2,2,0.4858960211277008,False
795020,2,2,0.7401852011680603,True
931690,2,2,0.4862031638622284,False
2643980,11,11,0.45196568965911865,False
2881800,11,11,0.6038674712181091,False
2999250,2,2,0.4351676106452942,False
328900,2,2,0.5161993503570557,False
793600,2,2,0.49522554874420166,False
2255190,2,2,0.6017187833786011,False
1461770,27,27,0.5021227598190308,False
1372910,2,2,0.5869733691215515,False
1601970,2,2,0.5490530133247375,False
1418020,2,2,0.7115259170532227,True
791510,23,23,0.4933420419692993,False
2737980,11,11,0.43927323818206787,False
9200,1,1,0.4095374047756195,False
1456820,2,2,0.4994886815547943,False
225270,7,7,0.5863692164421082,False
618950,2,2,0.5147355794906616,False
2626620,36,36,0.5407790541648865,False
1740000,2,2,0.3079645037651062,False
551730,31,31,0.29583093523979187,False
2067050,23,23,0.4887312650680542,False
922320,2,2,0.5636637806892395,False
2639420,11,11,0.4284267723560333,False
510680,2,2,0.5415242314338684,False
1373350,27,27,0.5002692937850952,False
1336180,21,21,0.45673659443855286,False
343450,21,21,0.15825363993644714,False
2808830,27,27,0.4537048935890198,False
2561360,23,23,0.4806182086467743,False
888040,30,30,0.421245813369751,False
1730140,27,27,0.5832321643829346,False
504210,2,2,0.45390453934669495,False
340580,2,2,0.5909318327903748,False
989060,2,2,0.3201037049293518,False
614260,2,2,0.537055253982544,False
949480,23,23,0.6033096313476562,False
1039880,27,27,0.35734644532203674,False
2867410,2,2,0.5028812289237976,False
866020,2,2,0.48693931102752686,False
433290,2,2,0.48305949568748474,False
1571600,27,27,0.4573984146118164,False
