appid,best_community_idx,best_community_id,similarity
512460,7,7,0.5673601627349854
1951230,7,7,0.5671470165252686
666610,7,7,0.5671409368515015
552880,7,7,0.5670359134674072
836770,7,7,0.5664088129997253
2092660,7,7,0.5663560628890991
2081400,6,6,0.5662725567817688
1171320,7,7,0.5661983489990234
330680,7,7,0.5661503076553345
863940,7,7,0.5660597681999207
1098280,7,7,0.5658600926399231
773490,7,7,0.56575608253479
674500,7,7,0.5655356645584106
2752040,7,7,0.5653462409973145
613420,7,7,0.5653021335601807
382560,7,7,0.5652484893798828
1163460,6,6,0.5650823712348938
681240,7,7,0.5649570226669312
2776940,7,7,0.5649484992027283
262230,7,7,0.5649341344833374
1683340,7,7,0.5647841691970825
1480120,7,7,0.5646739602088928
1737070,7,7,0.5646153092384338
1654660,7,7,0.5645831823348999
518920,7,7,0.5644726753234863
4100,7,7,0.5644165873527527
1019550,7,7,0.5644000172615051
574820,7,7,0.5642931461334229
898340,7,7,0.5641368627548218
3233950,7,7,0.5640507936477661
2553710,7,7,0.5639793872833252
1393320,7,7,0.563964307308197
1759350,7,7,0.5639442205429077
31250,7,7,0.563912034034729
1865010,7,7,0.5636846423149109
1574700,7,7,0.5635761022567749
603320,7,7,0.5632562041282654
1851610,7,7,0.5632339119911194
2856370,7,7,0.5628331303596497
506540,7,7,0.562771201133728
1416000,7,7,0.5625357031822205
2375040,7,7,0.5624722242355347
875240,7,7,0.5623021721839905
2424390,7,7,0.5622155666351318
796920,7,7,0.5621252059936523
801070,7,7,0.5621252059936523
598600,6,6,0.5621141791343689
976920,6,6,0.562053382396698
823310,7,7,0.5614511966705322
661970,7,7,0.561385452747345
1044750,7,7,0.561248242855072
383140,7,7,0.5611073970794678
1984020,7,7,0.5611022710800171
35000,6,6,0.5609531998634338
1007810,7,7,0.5609095096588135
2337460,7,7,0.5605512857437134
1265970,7,7,0.560528576374054
1321590,7,7,0.5604809522628784
389050,7,7,0.5603540539741516
504770,7,7,0.5603356957435608
794230,7,7,0.560186505317688
1325030,7,7,0.560186505317688
95900,6,6,0.5599573254585266
340580,7,7,0.5599375367164612
1184210,7,7,0.5598093271255493
393530,7,7,0.5597894787788391
967370,7,7,0.5597078204154968
435300,7,7,0.5595884323120117
596030,7,7,0.5595192313194275
1097300,7,7,0.5594959855079651
514460,7,7,0.559376060962677
3114330,7,7,0.5591718554496765
2359170,7,7,0.5591344833374023
555970,7,7,0.5591275691986084
1781260,7,7,0.5587878227233887
875740,7,7,0.5587212443351746
597240,6,6,0.5586842894554138
654600,7,7,0.5586625337600708
