achievements_total,appid,avg_players_median_6m,categories,coming_soon,community_id,community_size,controller_support,crawl_status,crawl_timestamp,developers,discount_percent,dlc_count,final_price,first_month_in_window,genres,has_dlc,initial_price,is_free,is_synthetic_community,label_dead,label_dead_binary,last_month,linux,mac,metacritic_score,min_months_ok,min_months_required,months_used,name,pc_min_requirements,publishers,recommendations_total,release_date,required_age,supported_languages,tags,type,windows
27.0,1804010,30.95,"Action, Adventure, Indie, RPG",False,,,Full Xbox Controller Support,success,2025-08-25T07:20:58.985145,J. R. Hudepohl,0.0,0.0,₪73.95,2025-05-01,"Action, Adventure, Indie, RPG",False,₪73.95,False,False,Dead,1,2025-07-01,False,False,,True,3,3,Labyrinth Of The Demon King,Minimum:OS:Windows 10Processor:Intel Core i5-2300 or AMD FX-4350Memory:6 GB RAMGraphics:GeForce GTX 660 or Radeon HD 7850 or HD Graphics 630DirectX:Version 10Storage:5 GB available space,"Top Hat Studios, Inc.",92.0,"13 May, 2025",0.0,"English, Japanese, Simplified Chinese, French, Italian, German, Portuguese - Brazil, Russian, Traditional Chinese, Spanish - Spain, Arabic","Dungeon Crawler, Survival Horror, First-Person, Atmospheric, Dark Fantasy, Horror, Action, Foreign, Adventure, Action-Adventure, Mythology, Exploration, Demons, RPG, Psychological Horror, FPS, Fantasy, Medieval, Swordplay, Supernatural",game,True
11.0,375840,2.005,"Audio Production, Utilities",False,,,,success,2025-08-25T12:15:16.990969,CINEMAX GAMES,65.0,6.0,₪36.55,2025-02-01,"Audio Production, Utilities",True,₪66.95,False,False,Dead,1,2025-07-01,False,True,,True,3,6,Rytmik Ultimate,"Minimum:OS *:Windows Vista/7/8/10Processor:Single Core 1.6 GHzMemory:1024 MB RAMGraphics:3D graphics card supporting DirectX with 64 MB of memoryStorage:350 MB available spaceSound Card:A compatible sound cardRecommended:OS *:Windows Vista/7/8/10Processor:Dual Core 2.0 GHzMemory:2048 MB RAMGraphics:3D graphics card supporting DirectX with 64 MB of memoryNetwork:Broadband Internet connectionStorage:350 MB available spaceSound Card:A compatible sound card*Starting January 1st, 2024, the Steam Client will only support Windows 10 and later versions.",CINEMAX GAMES,338.0,"10 Dec, 2015",0.0,English,"Audio Production, Utilities, Music, Indie, Game Development, Software, Rhythm",software,True
0.0,2720290,8.34,"Action, Indie, Early Access",False,,,,success,2025-08-25T11:06:31.145668,Kubunautilus,0.0,0.0,₪36.95,2025-05-01,"Action, Indie, Early Access",False,₪36.95,False,False,Dead,1,2025-07-01,False,False,,True,3,3,BRUTALISTICK VR Demo,Minimum:Requires a 64-bit processor and operating systemOS:Windows 10Processor:Quad Core 3GHzMemory:8 GB RAMGraphics:4GB VRAMDirectX:Version 11Storage:2 GB available spaceVR Support:OpenVR. Roomscale and Seated.Recommended:Requires a 64-bit processor and operating systemOS:Windows 10Processor:Quad Core 4GHzMemory:16 GB RAMGraphics:8GB VRAMDirectX:Version 11Storage:2 GB available spaceVR Support:OpenVR. Roomscale.,Kubunautilus,128.0,"31 Mar, 2024",0.0,English,"Gore, Action, VR, Physics, Sandbox, Shooter, Stylized, Cartoony, Swordplay, Tactical, Bullet Time, Combat, Singleplayer, Violent, Blood, Early Access, Indie, Destruction, Old School, Moddable",game,True
0.0,1165850,0.43,Simulation,False,,,,success,2025-08-25T02:25:58.638545,"Christopher Evans, Paul Huston, Wes Bunn, Elijah Dixson, Chris Norden",0.0,0.0,Free,2020-05-01,Simulation,False,Free,True,False,Dead,1,2020-12-01,False,False,,True,3,6,IL DIVINO - Michelangelo's Sistine Ceiling in VR,Minimum:Requires a 64-bit processor and operating systemOS:Windows 10Processor:Intel Core i7 4790kMemory:16 GB RAMGraphics:GTX 970Storage:10 GB available spaceVR Support:SteamVRAdditional Notes:VR Headset: HTC ViveRecommended:Requires a 64-bit processor and operating systemOS:Windows 10Processor:Intel Core i9 9980XEMemory:64 GB RAMGraphics:RTX 2080tiStorage:10 GB available spaceAdditional Notes:VR Headset: Valve Index,Christopher Evans,187.0,"18 Nov, 2019",0.0,English,"Simulation, VR, Free to Play, Education",game,True
0.0,215120,0.995,"Free To Play, Massively Multiplayer, RPG",False,,,,success,2025-08-25T02:55:16.845383,Gravity Interactive,0.0,0.0,,2020-09-01,"Free To Play, Massively Multiplayer, RPG",False,,False,False,Dead,1,2024-09-01,False,False,,True,3,6,ROSE Online,"Minimum:OS *:Windows XPMemory:1 GB RAMGraphics:GeForce2 MX 400/Radeon 7000DirectX®:9.0Hard Drive:3 GB HD spaceOther Requirements:Broadband Internet connectionRecommended:Memory:2 GB RAMDirectX®:9.0cHard Drive:5 GB HD spaceOther Requirements:Broadband Internet connection*Starting January 1st, 2024, the Steam Client will only support Windows 10 and later versions.",Gravity Interactive,0.0,"23 Oct, 2012",0.0,"English, Portuguese - Portugal","Free to Play, RPG, Massively Multiplayer, Anime, Multiplayer, MMORPG, Adventure",game,False
47.0,714080,2.24,Action,False,,,Partial Xbox Controller Support,success,2025-08-23T19:42:02.445019,"ILINX, Inc.",0.0,9.0,₪189.95,2024-05-01,Action,True,₪189.95,False,False,Dead,1,2025-07-01,False,False,,True,3,6,BLACK CLOVER: QUARTET KNIGHTS,"Minimum:Requires a 64-bit processor and operating systemOS *:Windows 7 64-bitProcessor:AMD Phenom II X4 945 or Intel Core i3-2100Memory:4 GB RAMGraphics:Radeon Vega 8 or Intel Iris Pro 580DirectX:Version 11Network:Broadband Internet connectionStorage:14 GB available spaceRecommended:Requires a 64-bit processor and operating systemOS:Windows 10Processor:AMD A12-9800 or Intel Core i5-2300Memory:4 GB RAMGraphics:Radeon HD 7870 or GeForce GTX 660DirectX:Version 11Network:Broadband Internet connectionStorage:14 GB available space*Starting January 1st, 2024, the Steam Client will only support Windows 10 and later versions.",BANDAI NAMCO Entertainment,767.0,"13 Sep, 2018",0.0,"English, French, Italian, German, Spanish - Spain, Japanese, Traditional Chinese","Action, Anime, Fighting, Magic, Multiplayer, Third-Person Shooter, Singleplayer, Story Rich, Open World, Co-op, Online Co-Op, Adventure, RPG, Sexual Content, Fantasy, MOBA",game,True
35.0,754520,0.05,"Casual, Indie",False,,,,success,2025-08-23T22:14:46.009944,Laush Dmitriy Sergeevich,0.0,0.0,₪18.50,2019-06-01,"Casual, Indie",False,₪18.50,False,False,Dead,1,2025-07-01,False,False,,True,3,6,Animals Memory,"Minimum:OS *:Windows XP and newerProcessor:Athlon 2 X3 450Memory:1024 MB RAMGraphics:GeForce EN9600 GTStorage:40 MB available spaceRecommended:OS *:Windows XP and newerProcessor:AMD fx6300Memory:2048 MB RAMGraphics:GeForce EN9800 GTStorage:80 MB available space*Starting January 1st, 2024, the Steam Client will only support Windows 10 and later versions.",Laush Dmitriy Sergeevich,64.0,"20 Dec, 2017",0.0,English,"Casual, Card Game, Indie, Puzzle, Singleplayer, Open World, Visual Novel, Walking Simulator, Horror, 2D, Dating Sim, Cute, Realistic, Massively Multiplayer, Blood, Nudity, Logic, Horses, Atmospheric, Relaxing",game,True
39.0,1469170,8.515,Strategy,False,,,Full Xbox Controller Support,success,2025-08-24T06:05:51.600007,Raylight Games,0.0,0.0,₪73.95,2025-02-01,Strategy,False,₪73.95,False,False,Dead,1,2025-07-01,False,False,,True,3,6,Commandos 3 - HD Remaster,"Minimum:Requires a 64-bit processor and operating systemOS *:Windows 7 64-bit or higher, Windows 8, Windows 10, Windows 11Processor:Intel i3 9100F,  AMD Ryzen 5 1600XMemory:8 GB RAMGraphics:Nvidia GTX 750, AMD Radeon HD 5850, 2GB VramDirectX:Version 11Storage:10 GB available spaceSound Card:DirectX 9.0c Compatible Sound Card with Latest DriversAdditional Notes:Opengl: 3.0+Recommended:Requires a 64-bit processor and operating systemOS *:Windows 7 64-bit or higher, Windows 8, Windows 10, Windows 11Processor:Intel Core i7-9700F, AMD Ryzen 7 3800X or betterMemory:12 GB RAMGraphics:Nvidia GTX 1060, AMD Radeon RX 580, 3GB Vram or betterDirectX:Version 11Storage:10 GB available spaceSound Card:DirectX 9.0c Compatible Sound Card with Latest DriversAdditional Notes:Opengl: 3.0+*Starting January 1st, 2024, the Steam Client will only support Windows 10 and later versions.",Kalypso Media,281.0,"30 Aug, 2022",18.0,"English, French, Italian, German, Spanish - Spain, Czech, Japanese, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Traditional Chinese, Korean, Turkish","Strategy, Real Time Tactics, RTS, Action-Adventure, World War II, Wargame, 3D, Isometric, Realistic, Top-Down, Atmospheric, Historical, Military, Stealth, Tactical, War, PvP, Choices Matter, Combat, Controller",game,True
39.0,1137300,40.5,"Action, Adventure",False,,,Full Xbox Controller Support,success,2025-08-25T00:32:29.636996,Frogwares,85.0,11.0,₪88.40,2025-02-01,"Action, Adventure",True,₪199.00,False,False,Dead,1,2025-07-01,False,False,77.0,True,3,6,Sherlock Holmes Chapter One,"Minimum:Requires a 64-bit processor and operating systemOS:Windows 10 64bitProcessor:Intel Core i5-6600 or AMD Ryzen 5 2600Memory:12 GB RAMGraphics:Nvidia GeForce GTX 960, 4 GB or AMD Radeon R9 380, 4 GBDirectX:Version 11Storage:28 GB available spaceRecommended:Requires a 64-bit processor and operating systemOS:Windows 10 64bitProcessor:Intel Core i5-8400 or AMD Ryzen 5 3600Memory:12 GB RAMGraphics:Nvidia GeForce GTX 1070, 8 GB or AMD Radeon RX 5600 XTDirectX:Version 11Storage:28 GB available spaceAdditional Notes:SSD",Frogwares,42.0,"15 Nov, 2021",18.0,"English, French, Italian, German, Spanish - Spain, Arabic, Czech, Japanese, Korean, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Traditional Chinese, Turkish, Ukrainian","Detective, Open World, Story Rich, Mystery, Action, Choices Matter, Crime, Adventure, Action-Adventure, Investigation, Atmospheric, Combat, Exploration, Third Person, Multiple Endings, Narration, Psychological, Thriller, Emotional, Drama",game,True
0.0,336670,0.195,Free To Play,False,,,Partial Xbox Controller Support,success,2025-08-25T09:26:32.745184,Shifty Chair Games,0.0,0.0,Free to Play,2019-05-01,Free To Play,False,Free to Play,False,False,Dead,1,2021-05-01,False,False,,True,3,6,HIT,"Minimum:OS *:Windows 7 64-bitProcessor:Quad-core Intel or AMD processor, 2.5 GHz or fasterMemory:8 GB RAMGraphics:NVIDIA GeForce 660 GTX or AMD Radeon 6500 HD series card or higherNetwork:Broadband Internet connectionStorage:3 GB available space*Starting January 1st, 2024, the Steam Client will only support Windows 10 and later versions.",Shifty Chair Games,471.0,"9 Feb, 2015",0.0,English,"Free to Play, Multiplayer, Funny, Action, Shooter, FPS, Comedy, Third-Person Shooter, Co-op, Open World, Gore, First-Person, Survival, Controller, Casual, Singleplayer",game,True
7.0,487430,1.435,"Casual, Indie",False,,,,success,2025-08-25T19:37:35.309638,calme,0.0,2.0,₪36.95,2023-06-01,"Casual, Indie",True,₪36.95,False,False,Dead,1,2025-01-01,False,False,,True,3,6,KARAKARA,"Minimum:OS *:Windows 7 or aboveProcessor:1GhzMemory:1 GB RAMGraphics:1280 x 720DirectX:Version 9.0cStorage:1 GB available space*Starting January 1st, 2024, the Steam Client will only support Windows 10 and later versions.",Sekai Project,1027.0,"27 Jun, 2016",0.0,"English, Japanese, Traditional Chinese, German","Visual Novel, Anime, Sexual Content, Nudity, Cute, Casual, Indie, Post-apocalyptic, Singleplayer, Linear, Hentai, Crowdfunded, Kickstarter, Episodic, Mature, Psychological Horror",game,True
0.0,965890,0.845,"Adventure, Indie",False,,,,success,2025-08-24T11:45:02.953238,窗外紫藤制作组,0.0,0.0,Free,2020-10-01,"Adventure, Indie",False,Free,True,False,Dead,1,2024-07-01,False,False,,True,3,6,我是渣男-dishonest,Minimum:OS:Windows7Processor:Intel Pentium G4600Memory:4 GB RAMGraphics:GTX750DirectX:Version 9.0Storage:2 GB available spaceSound Card:any,窗外紫藤制作组,318.0,"27 Jul, 2019",0.0,Simplified Chinese,"Adventure, Indie, Visual Novel, Anime, Free to Play",game,True
0.0,2022270,6.69,"Casual, Simulation, Free To Play",False,,,,success,2025-08-24T10:33:32.699063,Akhir Pekan Studio,0.0,3.0,Free To Play,2025-02-01,"Casual, Simulation, Free To Play",True,Free To Play,True,False,Dead,1,2025-07-01,False,False,,True,3,6,Bakso Simulator,"Minimum:OS *:Windows 7 (SP1+), Windows 10 and Windows 11Processor:x86, x64 architecture with SSE2 instruction set supportGraphics:DX10, DX11, DX12 capableDirectX:Version 10Storage:1 GB available space*Starting January 1st, 2024, the Steam Client will only support Windows 10 and later versions.",Akhir Pekan Studio,10.0,"Oct 8, 2022",0.0,English,"Simulation, Cooking, Resource Management, Management, Base Building, First-Person, Singleplayer, Physics, Family Friendly, Story Rich, Open World, Mystery, Aliens, Exploration, 3D, Funny, Comedy, Emotional, Sandbox, Crafting",game,True
0.0,40350,2.87,Adventure,False,,,,success,2025-08-24T22:38:21.509583,Animation Arts,0.0,0.0,₪40.00,2024-10-01,Adventure,False,₪40.00,False,False,Dead,1,2025-04-01,False,False,77.0,True,3,6,Lost Horizon,"OS *:Windows® XP/Vista™/Windows 7™Processor:Pentium IV 2 GHz Single Core or 100 % compatible CPUMemory:512 MB RAMGraphics:DirectX® 9-compatible AGP or PCI Express 64 MB video card or betterDirectX®:DirectX® 9Hard Drive:4.5 GB of free hard disk spaceSound:DirectX® 9-compatible 16-bit sound card (optional)*Starting January 1st, 2024, the Steam Client will only support Windows 10 and later versions.",Ravenscourt,427.0,"24 Sep, 2010",0.0,"English, French, German, Italian, Spanish - Spain","Adventure, Point & Click, Story Rich, War, Stylized, 1990's, Great Soundtrack, Retro, 2D, Classic, Puzzle, Singleplayer, Escape Room",game,True
0.0,33760,0.015,Casual,False,,,,success,2025-08-24T22:16:17.359841,Bamtang,0.0,0.0,,2019-02-01,Casual,False,,False,False,Dead,1,2019-09-01,False,False,,True,3,6,Amelia Earhart,"OS *:Windows® XP/Vista /7Processor:Pentium® IV 2.0 GHz (AMD equivalent) or faster processorMemory:512 MB RAMHard Drive:200 MB available hard disk spaceGraphics:64 MB DirectX® 9.0 video cardDirectX®:DirectX® 9.0*Starting January 1st, 2024, the Steam Client will only support Windows 10 and later versions.",Cosmi Valusoft,10.0,"22 Dec, 2009",0.0,English,"Casual, Hidden Object",game,False
29.0,1917850,9.31,"Adventure, Casual, Indie, Simulation",False,,,Partial Xbox Controller Support,success,2025-08-23T19:10:21.516281,Image Power S.A.,0.0,1.0,$19.99,2025-05-01,"Adventure, Casual, Indie, Simulation",True,$19.99,False,False,Dead,1,2025-07-01,False,False,,True,3,3,Haunted House Renovator,"Minimum:Requires a 64-bit processor and operating systemOS:Windows 10, 11 - 64bitProcessor:Intel Core i5-10300HMemory:8 GB RAMGraphics:GeForce 1650 4 GB VRAMDirectX:Version 12Storage:8 GB available spaceAdditional Notes:The game also runs on some older GPUs like GeForce 1050 4 GB vram with an average 30fps on low settingsRecommended:Requires a 64-bit processor and operating systemOS:Windows 10, 11 - 64bitProcessor:Intel Core i5-9600KFMemory:32 GB RAMGraphics:RTX 2060 SUPER","PlayWay S.A., Image Power S.A.",141.0,"Apr 30, 2025",0.0,"English, French, German, Spanish - Spain, Polish, Russian, Simplified Chinese, Japanese, Thai, Turkish, Italian","Casual, Simulation, Design & Illustration, First-Person, Adventure, Relaxing, Horror, Building, Investigation, Indie, Exploration, Atmospheric, Supernatural, Immersive Sim, Choices Matter, Singleplayer, Replay Value, Magic, Funny, Sandbox",game,True
12.0,277590,15.765,"Action, Adventure",False,,,,success,2025-08-25T05:52:42.311158,Ubisoft Montreal,16.0,0.0,₪59.00,2025-02-01,"Action, Adventure",False,"₪1,983.60",False,False,Dead,1,2025-07-01,False,False,,True,3,6,Assassin's Creed Freedom Cry,"Minimum:OS *:Windows Vista SP2 or  Windows 10(64-bit versions only)Processor:Intel Core2Quad Q8400 @ 2.6 GHz or AMD Athlon II X4 620 @ 2.6 GHzMemory:2 GB RAMGraphics:Nvidia GeForce GTX 260 or AMD Radeon HD 4870 (512MB VRAM with Shader Model 4.0 or higher)Storage:30 GB available spaceSound Card:DirectX Compatible Sound Card with latest driversAdditional Notes:Windows-compatible keyboard and mouse required, optional controllerRecommended:OS *:Windows Vista SP2 or  Windows 10(64-bit versions only)Processor:Intel Core i5 2400S @ 2.5 GHz or AMD Phenom II x4 940 @ 3.0 GHz or betterMemory:4 GB RAMGraphics:Nvidia GeForce GTX 470 or AMD Radeon HD 5850 (1024MB VRAM with Shader Model 5.0) or betterStorage:30 GB available spaceSound Card:DirectX Compatible Sound Card with latest driversAdditional Notes:Supported video cards at the time of release: Nvidia GeForce GTX 260 or better and GeForce GTX 400, GTX 500, GTX 600 and GTX 700 series. AMD Radeon HD4870 or better and Radeon HD5000, HD6000 and HD7000 series. Note: Latest GeForce drivers tested: 327.23 for all series. Latest Radeon drivers tested: 13.1 for Radeon HD4000, 13.4 for Radeon HD5000, HD6000 and HD7000 series on Vista and 13.9 for Radeon HD5000, HD6000 and HD7000 series on Win7 and Win8.  Laptop versions of these cards may work but are NOT officially supported.*Starting January 1st, 2024, the Steam Client will only support Windows 10 and later versions.",Ubisoft,42.0,"25 Feb, 2014",18.0,"English, French, Italian, German, Spanish - Spain, Czech, Danish, Dutch, Finnish, Norwegian, Polish, Portuguese - Portugal, Portuguese - Brazil, Russian, Swedish","Action, Adventure, Assassin, Pirates, Open World, Stealth, Singleplayer, Parkour, Third Person, Historical, Story Rich, Atmospheric, RPG, Multiplayer, Naval, Sailing, Gore, Swordplay, Sci-fi, Great Soundtrack",game,True
36.0,2429210,3.055,"Indie, RPG, Strategy",False,,,Full Xbox Controller Support,success,2025-08-26T13:11:30.548802,Roboatino,0.0,1.0,₪55.95,2024-12-01,"Indie, RPG, Strategy",True,₪55.95,False,False,Dead,1,2025-07-01,True,True,,True,3,6,Shogun Showdown Demo,"Minimum:OS *:Windows 7/8/10Processor:1.7+ GHz or betterMemory:1 GB RAMGraphics:Intel HD Graphics 3000 or betterStorage:500 MB available space*Starting January 1st, 2024, the Steam Client will only support Windows 10 and later versions.","Goblinz Publishing, Gamirror Games",369.0,"5 Sep, 2024",0.0,"English, French, German, Spanish - Spain, Japanese, Korean, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Traditional Chinese","Replay Value, Strategy RPG, Roguelike, Turn-Based, Pixel Graphics, Turn-Based Strategy, Roguelike Deckbuilder, Strategy, Turn-Based Combat, Turn-Based Tactics, Deckbuilding, Singleplayer, Ninja, Roguelite, Procedural Generation, Card Game, Difficult, 2D, Tactical RPG, RPG",game,True
0.0,975550,1.2,"Audio Production, Utilities",False,,,,success,2025-08-24T12:21:09.682491,Stardock,25.0,0.0,₪13.87,2020-05-01,"Audio Production, Utilities",False,₪18.50,False,False,Dead,1,2021-03-01,False,False,,True,3,4,SoundPackager 10,"Minimum:OS *:Windows 7 / 8.x / 10Processor:1 GHz ProcessorMemory:512 MB RAMStorage:100 MB available spaceAdditional Notes:1024x768 minimum screen resolution*Starting January 1st, 2024, the Steam Client will only support Windows 10 and later versions.",Stardock,17.0,"6 May, 2020",0.0,"English, French, German, Spanish - Spain, Korean, Russian, Simplified Chinese, Traditional Chinese","Utilities, Audio Production, Software, Software Training, Singleplayer",software,True
57.0,33670,4.69,"RPG, Strategy",False,,,,success,2025-08-24T22:15:54.350593,"Akella, .dat",0.0,0.0,₪36.95,2025-02-01,"RPG, Strategy",False,₪36.95,False,False,Dead,1,2025-07-01,False,False,56.0,True,3,6,Disciples III: Renaissance,"OS *:Windows XP SP 2 / Vista / Windows 7Processor:2 GHz Single CoreMemory:1 GBHard Disk Space:5 GBVideo:DirectX 9.0 compatible, 128 MB (Shader Model 2.0 required)Sound:DirectX compatibleDirectX®:9.0c*Starting January 1st, 2024, the Steam Client will only support Windows 10 and later versions.",Kalypso Media Digital,347.0,"16 Jul, 2010",0.0,"English, French, German","RPG, Strategy, Turn-Based, Turn-Based Strategy, Fantasy, Singleplayer",game,True
80.0,1400860,3.73,"Simulation, Strategy",False,,,,success,2025-08-24T01:19:08.041426,Eremite Games,8.0,3.0,₪99.95,2025-02-01,"Simulation, Strategy",True,₪232.35,False,False,Dead,1,2025-07-01,False,False,91.0,True,3,6,Against the Storm Demo,Minimum:OS:Windows® 10 (64-bit)Processor:Intel® Core™ i3-530 (dual-core) / AMD® Phenom™ II X4 965 (quad-core)Memory:4 GB RAMGraphics:NVIDIA® GeForce® GTS 450 (1 GB) / AMD® Radeon™ HD 7750 (1 GB)DirectX:Version 10Storage:5 GB available spaceRecommended:OS:Windows® 10 (64-bit)Processor:Intel® Core™ i5-2500K (quad-core) / AMD® FX-Series™ FX-8320 (quad-core)Memory:8 GB RAMGraphics:NVIDIA® GeForce® GTX 970 (4 GB) / AMD® Radeon™ R9 290X (4 GB)DirectX:Version 12Storage:5 GB available space,Hooded Horse,563.0,"8 Dec, 2023",0.0,"English, French, German, Spanish - Spain, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Japanese, Korean, Traditional Chinese, Italian, Czech, Hungarian, Turkish, Ukrainian, Thai, Spanish - Latin America","Strategy, Simulation, City Builder, Base Building, Management, Grand Strategy, RTS, Resource Management, 4X, Building, Sandbox, Historical, Open World, Survival, Singleplayer, Moddable, Colony Sim, Replay Value, Economy, Real-Time with Pause",game,True
0.0,2914470,2.78,"Indie, RPG",False,,,,success,2025-08-27T11:30:12.771254,GapTax,0.0,1.0,₪47.95,2024-12-01,"Indie, RPG",True,₪47.95,False,False,Dead,1,2025-07-01,False,False,,True,3,6,Armored Suit Solgante,"Minimum:OS *:Windows® 8/8.1/10/11Processor:Intel Core2 Duo or betterMemory:4 GB RAMGraphics:DirectX 9/OpenGL 4.1 capable GPUDirectX:Version 9.0Storage:1 GB available spaceAdditional Notes:1280x768 or better Display.  Lag may occur from loading menus or maps.  Turn off other programs before running the game.Recommended:OS *:Windows 11/10/8Processor:2+ GHz ProcessorMemory:4 GB RAMGraphics:OpenGL ES 2.0 hardware driver support required for WebGL acceleration. (AMD Catalyst 10.9, nVidia 358.50)DirectX:Version 9.0Storage:4 GB available spaceAdditional Notes:1280x768 or better Display.  Lag may occur from loading menus or maps.  Turn off other programs before running the game.*Starting January 1st, 2024, the Steam Client will only support Windows 10 and later versions.",Kagura Games,151.0,"14 Jun, 2024",0.0,"English, Japanese, Simplified Chinese","RPG, Sexual Content, JRPG, Strategy, 2D, Singleplayer, Indie, Hentai, Nudity, Mature, RPGMaker, NSFW",game,True
23.0,416640,0.52,"Indie, RPG",False,,,,success,2025-08-25T15:19:28.908060,Choice of Games,2.0,0.0,₪18.50,2020-04-01,"Indie, RPG",False,"₪3,461.20",False,False,Dead,1,2020-11-01,True,True,,True,3,6,Diabolical,"Minimum:Requires a 64-bit processor and operating systemOS *:Windows 7Recommended:Requires a 64-bit processor and operating system*Starting January 1st, 2024, the Steam Client will only support Windows 10 and later versions.",Choice of Games,119.0,"6 Nov, 2015",0.0,English,"Indie, RPG, Choose Your Own Adventure, Text-Based, Choices Matter, Villain Protagonist, Interactive Fiction",game,True
65.0,783050,1.185,"Adventure, Indie",False,,,Partial Xbox Controller Support,success,2025-08-24T00:02:23.227207,Exordium Games,0.0,0.0,₪175.00,2022-08-01,"Adventure, Indie",False,₪175.00,False,False,Dead,1,2023-12-01,True,True,,True,3,6,Bear With Me - Collector's Edition,"Minimum:OS *:Windows XP+Processor:SSE2 instruction set support, generally everything made since 2004 should workMemory:2 GB RAMGraphics:DX9 (shader model 2.0) capabilities; generally everything made since 2004 should workStorage:7000 MB available space*Starting January 1st, 2024, the Steam Client will only support Windows 10 and later versions.",Miyagi Games,78.0,"8 Feb, 2018",0.0,"English, French, Italian, German, Spanish - Spain, Russian","Adventure, Indie, Point & Click, Noir, Detective, Psychological Horror, Singleplayer, Story Rich, Female Protagonist, 2D",game,True
0.0,3076620,18.59,"Casual, Simulation, Strategy, Free To Play",False,,,,success,2025-08-27T21:00:43.236836,Red Brix Wall,0.0,0.0,Free To Play,2025-02-01,"Casual, Simulation, Strategy, Free To Play",False,Free To Play,True,False,Dead,1,2025-07-01,False,False,,True,3,6,Empire City,Minimum:Requires a 64-bit processor and operating systemOS:Windows 10Processor:Intel Core 2 DuoMemory:2 GB RAMGraphics:128 MBDirectX:Version 9.0cStorage:500 MB available spaceRecommended:Requires a 64-bit processor and operating systemOS:Windows 10Processor:Intel Core i3Memory:4 GB RAMGraphics:512 MBDirectX:Version 9.0Storage:500 MB available space,Red Brix Wall,41.0,"12 Sep, 2024",0.0,"English, French, Italian, German, Spanish - Spain, Japanese, Korean, Portuguese - Brazil, Russian","Simulation, Strategy, City Builder, Isometric, Historical, Rome, Realistic, Building, Crafting, Economy, Management, Time Management, Casual, 2.5D, Colorful, Resource Management, Singleplayer, Free to Play, Colony Sim",game,True
15.0,1356480,0.885,"Action, Adventure, Indie, Simulation",False,,,Full Xbox Controller Support,success,2025-08-23T22:17:20.249214,Sokpop Collective,0.0,0.0,₪10.95,2020-11-01,"Action, Adventure, Indie, Simulation",False,₪10.95,False,False,Dead,1,2021-12-01,False,True,,True,3,6,Sokpop S08: helionaut,"Minimum:OS *:Windows 7Processor:Dual Core 2 GHzMemory:4 GB RAMGraphics:DirectX 9 compatible with at least 500MB of memoryStorage:200 MB available spaceSound Card:DirectX 9 compatible sound card or integrated sound chip*Starting January 1st, 2024, the Steam Client will only support Windows 10 and later versions.",Sokpop Collective,191.0,"10 Jun, 2020",0.0,English,"Indie, Action, Adventure, Simulation, Space, Procedural Generation, Sci-fi, Colorful, Cute, Open World, Crafting, Open World Survival Craft, GameMaker",game,True
0.0,434030,4.21,"Action, Indie, Racing, Simulation",False,,,Partial Xbox Controller Support,success,2025-08-25T16:30:15.404051,IPACS,0.0,21.0,₪189.95,2025-02-01,"Action, Indie, Racing, Simulation",True,₪189.95,False,False,Dead,1,2025-07-01,True,True,,True,3,6,Aerofly FS 2 Flight Simulator,"Minimum:Requires a 64-bit processor and operating systemOS *:64bit Versions of Windows 7, Windows 8, Windows 10Processor:Intel Dual core CPU 2.4 GHzMemory:4 GB RAMGraphics:OpenGL 3.0 compatible 3D graphic card with at least 1 GB of RAMStorage:35 GB available spaceSound Card:DirectX Compatible soundcardVR Support:SteamVR or Oculus PCRecommended:Requires a 64-bit processor and operating systemOS *:64bit Versions of Windows 7, Windows 8, Windows 10Processor:Intel Quad core CPU 3.0 GHzMemory:8 GB RAMGraphics:OpenGL 4.0 compatible 3D graphic card with at least 2 GB of RAMStorage:40 GB available spaceSound Card:DirectX Compatible soundcard*Starting January 1st, 2024, the Steam Client will only support Windows 10 and later versions.",IPACS,1936.0,"20 Nov, 2017",0.0,"English, German, French","Flight, Simulation, VR, Racing, Open World, Physics, Realistic, Education, Exploration, Jet, 3D Vision, Relaxing, 3D, Level Editor, America, Singleplayer, TrackIR, Early Access, Indie, Multiplayer",game,True
29.0,1391200,2.335,"Casual, Indie",False,,,,success,2025-08-24T00:39:47.203281,SkyCat Games,50.0,0.0,₪9.25,2024-08-01,"Casual, Indie",False,₪18.50,False,False,Dead,1,2025-01-01,True,True,,True,3,6,Pixel With Your Friends,Minimum:OS:Windows 10/11Processor:1.2 GHzMemory:2 GB RAMGraphics:1GB VRAMStorage:1 GB available spaceAdditional Notes:1920*1080 (or higher),SkyCat Games,47.0,"2 Aug, 2024",0.0,"English, Italian, German, Dutch, Russian, Traditional Chinese, Simplified Chinese, Spanish - Latin America, Japanese, Portuguese - Brazil, French, Polish, Turkish","Casual, Tabletop, Board Game, Online Co-Op, Relaxing, Family Friendly, Pixel Graphics, Fantasy, Co-op, Singleplayer, Multiplayer, 2D, Hand-drawn, Colorful, Cute, Atmospheric, Education, Anime, Indie, Cozy",game,True
