achievements_total,appid,avg_players_median_6m,categories,coming_soon,community_id,community_size,controller_support,crawl_status,crawl_timestamp,developers,discount_percent,dlc_count,final_price,first_month_in_window,genres,has_dlc,initial_price,is_free,is_synthetic_community,label_dead,label_dead_binary,last_month,linux,mac,metacritic_score,min_months_ok,min_months_required,months_used,name,pc_min_requirements,publishers,recommendations_total,release_date,required_age,supported_languages,tags,type,windows
77.0,1700270,45.09,"Action, Adventure, Indie, RPG, Early Access",False,,,Full Xbox Controller Support,success,2025-08-24T22:57:34.587870,Studio Seufz,15.0,0.0,₪47.55,2025-02-01,"Action, Adventure, Indie, RPG, Early Access",False,₪55.95,False,False,Dead,1,2025-07-01,False,False,,True,3,6,Lucky Tower Ultimate,Minimum:OS:Windows 10Processor:1.2 GHzMemory:8 GB RAMGraphics:1024MB VRAMStorage:1 GB available space,AMC Games,47.0,"13 Sep, 2024",0.0,"English, French, German, Spanish - Spain, Russian, Simplified Chinese, Portuguese - Brazil, Italian","Early Access, Action Roguelike, Dungeon Crawler, Procedural Generation, Adventure, Dark Humor, Difficult, 2D, Cartoon, Hand-drawn, Comedy, Choose Your Own Adventure, Funny, Parody, Fantasy, Medieval, Dark Fantasy, Loot, Roguelite, Emotional",game,True
14.0,2743970,3.78,Strategy,False,,,"Full Xbox Controller Support, PS4 Controller Support, PS5 Controller Support",success,2025-08-25T13:03:33.154483,KOGADO STUDIO,0.0,1.0,₪73.95,2024-05-01,Strategy,True,₪73.95,False,False,Dead,1,2024-07-01,False,False,,True,3,3,One-inch Tactics,"Minimum:OS:Windows 10 or betterProcessor:i5-6600 3.3GHz or betterMemory:16 GB RAMGraphics:GeForce GTX 1650 or better, supporting OpenGL4.3",KOMODO,74.0,"19 May, 2024",0.0,"English, Japanese, Simplified Chinese, Traditional Chinese, Korean","Turn-Based Tactics, Mechs, Strategy, Wargame, Tactical, Turn-Based, Turn-Based Strategy, Sci-fi, Puzzle, 2.5D, Isometric, Turn-Based Combat, Tabletop, Anime, Action, Grid-Based Movement, Management, Robots, Futuristic, Singleplayer",game,True
79.0,797400,28.56,"Simulation, Strategy",False,,,,success,2025-08-24T00:55:28.866226,Corbie Games,0.0,10.0,₪134.96,2025-02-01,"Simulation, Strategy",True,₪134.96,False,False,Dead,1,2025-07-01,False,False,,True,3,6,Railroad Corporation,"Minimum:OS *:Windows 7 (64 bit)Processor:Intel Core i5-650 3.2GhzMemory:4 GB RAMGraphics:Nvidia GeForce GTX560 Ti or ATI Radeon HD 7850DirectX:Version 11Storage:4 GB available spaceSound Card:DirectX 11 compatible sound card with latest drivers*Starting January 1st, 2024, the Steam Client will only support Windows 10 and later versions.",Iceberg Interactive,1050.0,"18 Nov, 2019",0.0,"English, German, Russian, French, Italian, Spanish - Spain, Simplified Chinese, Ukrainian","Strategy, Trains, Management, Simulation, Historical, Transportation, Economy, Multiplayer, Real-Time with Pause, Sandbox, Building, Competitive, Singleplayer, Western, Realistic, Grand Strategy, Resource Management, Real-Time, Capitalism, Moddable",game,True
15.0,1039960,0.93,"Adventure, Casual",False,,,,success,2025-08-24T16:41:06.014389,Frontwing,50.0,2.0,₪21.74,2021-02-01,"Adventure, Casual",True,₪55.95,False,False,Dead,1,2023-01-01,False,False,,True,3,6,Grisaia Phantom Trigger Vol.5.5,"Minimum:OS:7/8.1/10Processor:Intel Core 2 DUOMemory:1 GB RAMGraphics:VRAM320MB, 1280×720DirectX:Version 9.0cStorage:4 GB available spaceSound Card:Support for PCM playback through DirectSoundAdditional Notes:Windows Media Player 9 equivalent or higherRecommended:OS:7/8.1/10Processor:Intel Core 2 DUO 2.66GHzMemory:2 GB RAMGraphics:VRAM512MB, 1280×720DirectX:Version 9.0cStorage:4 GB available spaceSound Card:Support for PCM playback through DirectSoundAdditional Notes:Windows Media Player 9 equivalent or higher",Frontwing USA,77.0,"25 Apr, 2019",18.0,"English, Japanese, Simplified Chinese","Visual Novel, Anime, Cute, Adventure, Casual, Violent, Story Rich, Female Protagonist, Assassin, Survival, Singleplayer, Sexual Content, Nudity, Action, Psychological Horror",game,True
0.0,20530,4.14,Action,False,,,,success,2025-08-24T21:33:05.396088,Volition,0.0,0.0,₪40.00,2025-02-01,Action,False,₪40.00,False,False,Dead,1,2025-07-01,False,False,78.0,True,3,6,Red Faction,"Operating System:Windows® 2000/XPDirectX Version:DirectX 8Processor:Pentium II 400 MHz or greaterMemory:64 MB RAMVideo Card:3D Graphics Accelerator Card (8MB)Sound:Direct X Certified  audio hardware*Starting January 1st, 2024, the Steam Client will only support Windows 10 and later versions.",Deep Silver,15.0,"18 Sep, 2001",0.0,English,"Action, FPS, Destruction, Sci-fi, Classic, Mars, Singleplayer, Shooter, First-Person, Multiplayer, Great Soundtrack, Adventure, Atmospheric, Boomer Shooter",game,True
20.0,2473640,3.99,"Casual, Indie, RPG, Simulation, Strategy",False,,,"Full Xbox Controller Support, PS4 Controller Support, PS5 Controller Support",success,2025-08-23T19:29:19.765675,Irox Games,0.0,2.0,₪73.95,2024-11-01,"Casual, Indie, RPG, Simulation, Strategy",True,₪73.95,False,False,Dead,1,2025-05-01,False,False,,True,3,6,EcoGnomix,"Minimum:Requires a 64-bit processor and operating systemOS *:Windows 7Processor:2 GHz Dual CoreMemory:4 GB RAMGraphics:Nvidia GTX 570DirectX:Version 10Storage:400 MB available spaceRecommended:Requires a 64-bit processor and operating system*Starting January 1st, 2024, the Steam Client will only support Windows 10 and later versions.","Untold Tales, Gamersky Games, Irox Games",181.0,"30 Sep, 2024",0.0,"English, German, Spanish - Spain, Japanese, Korean, Portuguese - Brazil, Portuguese - Portugal, Simplified Chinese, Spanish - Latin America, Traditional Chinese, French","Roguelite, Turn-Based Combat, City Builder, Strategy, Turn-Based Strategy, Building, Loot, Action Roguelike, Turn-Based Tactics, Base Building, Economy, Hex Grid, Roguelike, Replay Value, Isometric, Procedural Generation, 3D, Singleplayer, Colorful, Simulation",game,True
2600.0,672150,25.18,"Casual, Indie, Strategy",False,,,,success,2025-08-26T09:18:26.431026,Sacada,0.0,0.0,₪149.95,2025-02-01,"Casual, Indie, Strategy",False,₪149.95,False,False,Dead,1,2025-07-01,False,False,,True,3,6,LOGistICAL: Earth,"Minimum:Requires a 64-bit processor and operating systemOS *:Windows 7 or later (64 bit)Processor:1.7+ GHz or betterMemory:4 GB RAMGraphics:256+MB with 1024x768 resolutionStorage:300 MB available spaceRecommended:Requires a 64-bit processor and operating system*Starting January 1st, 2024, the Steam Client will only support Windows 10 and later versions.",Sacada,147.0,"23 Jul, 2020",0.0,"English, French, Italian, German, Spanish - Spain, Dutch, Japanese, Korean, Russian, Simplified Chinese","Strategy, Indie, Casual, Resource Management, Transportation, Puzzle, Education",game,True
31.0,1040460,2.105,Indie,False,,,Full Xbox Controller Support,success,2025-08-24T16:42:37.643247,Red Cabin Games,0.0,0.0,₪47.95,2024-10-01,Indie,False,₪47.95,False,False,Dead,1,2025-07-01,False,False,,True,3,6,Space Scavenger,"Minimum:OS *:Windows 7Processor:Intel Core i3-6100 or equivalentMemory:4 GB RAMGraphics:NVIDIA GeForce GTX 570 or equivalentStorage:600 MB available space*Starting January 1st, 2024, the Steam Client will only support Windows 10 and later versions.",Red Cabin Games,278.0,"20 Aug, 2021",0.0,"English, German, Dutch, Russian, Swedish, French, Spanish - Spain, Simplified Chinese","Action Roguelike, Building, Top-Down Shooter, Colorful, Roguelike, Arcade, Cartoony, Singleplayer, Space, Perma Death, Twin Stick Shooter, Top-Down, Action, Shooter, 2.5D, Physics, Aliens, Shoot 'Em Up, Loot, Sci-fi",game,True
51.0,1649010,33.115,"Action, Strategy",False,,,"Full Xbox Controller Support, PS5 Controller Support",success,2025-08-24T17:55:20.648956,The Bearded Ladies,0.0,0.0,₪139.00,2025-02-01,"Action, Strategy",False,₪139.00,False,False,Dead,1,2025-07-01,False,False,69.0,True,3,6,Miasma Chronicles,Minimum:OS:Windows 10 or newerProcessor:Intel Core i5-4590 or AMD FX 8350Memory:8 GB RAMGraphics:NVIDIA GTX 970 or AMD Radeon R9 290 or Intel Arc A380Storage:30 GB available spaceAdditional Notes:SSD (Preferred)Recommended:OS:Windows 10 or newerProcessor:Intel Core i7 or AMD Ryzen 7Memory:16 GB RAMGraphics:NVIDIA GTX 1070 or AMD Radeon RX Vega 56 or Intel Arc A750Storage:30 GB available spaceAdditional Notes:SSD (Preferred),505 Games Official,30.0,"23 May, 2023",18.0,"English, French, Italian, German, Spanish - Spain, Japanese, Korean, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Traditional Chinese","Tactical RPG, Turn-Based Strategy, Tactical, Action, Turn-Based Tactics, Strategy, Action-Adventure, Cinematic, Third Person, America, Atmospheric, Dystopian, Futuristic, Post-apocalyptic, Lore-Rich, Robots, Sci-fi, Story Rich, Singleplayer, Violent",game,True
0.0,716390,0.02,,False,,,,success,2025-08-23T19:50:23.401195,,95.0,0.0,₪12.45,2018-06-01,,False,₪249.00,False,False,Dead,1,2022-01-01,True,True,,True,3,3,Athenian Acropolis,,,0.0,,0.0,,,game,True
0.0,1089790,2.51,"Casual, Indie, Simulation",False,,,,success,2025-08-24T20:56:48.200798,Simuverse Interactive,0.0,1.0,₪73.95,2024-02-01,"Casual, Indie, Simulation",True,₪73.95,False,False,Dead,1,2025-07-01,False,False,,True,3,6,Winter Resort Simulator,"Minimum:Requires a 64-bit processor and operating systemOS *:Win 7/8.1/10 (64Bit)Processor:AMD / Intel dual-core (with hyper-threading) CPU, running at 3 GHz (AMD FX 4100 series or Intel Core i3-2000 series or newer architectures are recommended)Memory:4096 MB RAMGraphics:AMD/NVIDIA dedicated graphic card, with at least 2048MB of dedicated VRAM and Shader Model 5.1 support. AMD R7 265 and NVIDIA GeForce GTX 750 Ti or newer architectures are recommended.Storage:4 GB available spaceSound Card:Integrated or dedicated DirectX 9 compatible soundcardAdditional Notes:Keyboard, mouse and internet connection for SteamRecommended:Requires a 64-bit processor and operating systemOS:Win 10 (64Bit)Processor:AMD / Intel quad-core processor running at 3.5 GHz (AMD Athlon X4 950 series or Intel Core i5 3000 series or newer architectures are recommended)Memory:8192 MB RAMGraphics:AMD/NVIDIA dedicated graphic card, with at least 2048 / 4096MB of dedicated VRAM (or more) and Shader Model 5.1 support. ATI/AMD Radeon HD 7870 and NVIDIA GeForce GTX 1050 Ti or newer architectures are recommended.DirectX:Version 11Storage:4 GB available spaceSound Card:Integrated or dedicated DirectX 9 compatible soundcardAdditional Notes:Keyboard, mouse and internet connection for Steam.*Starting January 1st, 2024, the Steam Client will only support Windows 10 and later versions.",Aerosoft GmbH,597.0,"12 Dec, 2019",0.0,"English, German, French, Spanish - Spain, Italian","Simulation, Casual, Indie, Economy, Moddable, Management, Realistic, Singleplayer, First-Person, Crafting, Strategy, Atmospheric, Relaxing, Adventure, Family Friendly, Physics, Replay Value, Colorful, Building, Multiplayer",game,True
10.0,491100,0.165,"Action, Casual, Indie, Simulation",False,,,,success,2025-08-25T19:52:24.507969,Enrick Lambert,0.0,0.0,₪3.50,2018-10-01,"Action, Casual, Indie, Simulation",False,₪3.50,False,False,Dead,1,2019-06-01,False,False,,True,3,6,"Human, we have a problem","Minimum:OS *:Windows 7 SP1 or newerProcessor:Intel i5-4590 / AMD FX 8350 equivalent or greaterMemory:4 MB RAMGraphics:NVIDIA GeForce® GTX 970 / AMD Radeon™ R9 290 equivalent or greaterStorage:300 MB available spaceVR Support:SteamVR. Room Scale 2m by 1.5m area requiredAdditional Notes:Requires a virtual reality headset.*Starting January 1st, 2024, the Steam Client will only support Windows 10 and later versions.",Enrick Lambert,0.0,"5 Jul, 2016",0.0,"English, French, Simplified Chinese, Traditional Chinese","Simulation, Action, Indie, Casual, VR, Shooter, Retro, Shoot 'Em Up, Adventure",game,True
0.0,130,41.365,Action,False,,,,success,2025-08-24T19:28:02.418671,Gearbox Software,0.0,0.0,₪18.50,2025-02-01,Action,False,₪18.50,False,False,Dead,1,2025-07-01,True,True,71.0,True,3,6,Half-Life: Blue Shift,"Minimum:500 mhz processor, 96mb ram, 16mb video card, Windows XP, Mouse, Keyboard, Internet ConnectionRecommended:800 mhz processor, 128mb ram, 32mb+ video card, Windows XP, Mouse, Keyboard, Internet Connection*Starting January 1st, 2024, the Steam Client will only support Windows 10 and later versions.",Valve,196.0,"1 Jun, 2001",0.0,"English, French, German","FPS, Action, Sci-fi, Singleplayer, Shooter, Aliens, Classic, First-Person, Zombies, Adventure, 1990's, Short, Atmospheric, Silent Protagonist, Story Rich, Puzzle, Moddable, Retro, Great Soundtrack, Violent",game,True
18.0,496450,8.88,"Animation & Modeling, Design & Illustration, Utilities, Game Development",False,,,,success,2025-08-25T20:16:05.930222,Crystice Softworks,0.0,0.0,₪55.95,2025-02-01,"Animation & Modeling, Design & Illustration, Utilities, Game Development",False,₪55.95,False,False,Dead,1,2025-07-01,True,True,,True,3,6,J.A.C.K.,"Minimum:OS *:Windows XP SP3 or newerProcessor:CPU 1 GHzMemory:1 GB RAMGraphics:256 Mb video cardStorage:50 MB available spaceRecommended:OS *:Windows XP SP3 or newerProcessor:CPU 2 GHzMemory:2 GB RAMGraphics:512 Mb video cardStorage:50 MB available space*Starting January 1st, 2024, the Steam Client will only support Windows 10 and later versions.",Crystice Softworks,231.0,"15 Dec, 2016",0.0,"English, Polish, Russian, Ukrainian, Belarusian","Game Development, Utilities, Animation & Modeling, Design & Illustration, Level Editor, Sandbox",software,True
29.0,1135260,2.27,"Action, Adventure, Indie, RPG, Simulation",False,,,Full Xbox Controller Support,success,2025-08-25T00:24:29.783752,Tomas Sala,0.0,5.0,₪73.95,2024-05-01,"Action, Adventure, Indie, RPG, Simulation",True,₪73.95,False,False,Dead,1,2025-05-01,True,False,,True,3,6,The Falconeer,"Minimum:OS:Windows 10 32bitProcessor:Intel Core i3 or equivalent AMDMemory:2 GB RAMGraphics:NVIDIA GeForce GTX 660, AMD Radeon HD 6770DirectX:Version 11Storage:3 GB available spaceSound Card:DirectX CompatibleVR Support:A XBOX or PS4(5) CONTROLLER IS REQUIRED FOR VR  (no native support for VR controllers)Additional Notes:Microsoft Xbox Controller for Windows® (or equivalent) is recommended.Recommended:OS:Windows 10 64bitProcessor:Intel Core i5 or equivalent AMDMemory:4 GB RAMGraphics:NVIDIA GeForce GTX 1060, AMD Radeon RX 580DirectX:Version 11Storage:3 GB available spaceSound Card:DirectX CompatibleVR Support:A XBOX or PS4(5) CONTROLLER IS REQUIRED FOR VR  (no native support for VR controllers)Additional Notes:Microsoft Xbox Controller for Windows® (or equivalent) is recommended.",Wired Productions,332.0,"10 Nov, 2020",0.0,"English, French, Italian, German, Spanish - Spain, Japanese, Korean, Polish, Russian, Simplified Chinese, Traditional Chinese, Portuguese - Brazil","Naval, Action-Adventure, Soundtrack, Sandbox, Adventure, Third-Person Shooter, Underground, Tutorial, Fantasy, Flight, Combat, Simulation, Open World, Steampunk, Story Rich, Controller, Vehicular Combat, Wargame, Dragons, Exploration",game,True
0.0,22700,0.0,,False,,,,success,2025-08-24T21:42:04.335376,,90.0,0.0,₪3.70,2013-12-01,,False,₪18.50,False,False,Dead,1,2019-08-01,True,True,,True,3,6,Sacred 2: Fallen Angel,,,0.0,,0.0,,,game,True
10.0,655360,0.045,"Action, Indie",False,,,Full Xbox Controller Support,success,2025-08-26T08:20:57.690070,"Matthew Willis, Jesse Crespo",0.0,0.0,₪18.50,2017-07-01,"Action, Indie",False,₪18.50,False,False,Dead,1,2018-12-01,True,False,,True,3,4,Aftermath Y2K,"Minimum:OS *:Windows 7Processor:2 GhzMemory:512 MB RAMDirectX:Version 11Storage:120 MB available spaceRecommended:OS:Windows 10Processor:2.4 ghzMemory:1 GB RAMDirectX:Version 11Storage:120 MB available space*Starting January 1st, 2024, the Steam Client will only support Windows 10 and later versions.",Matthew Willis,0.0,"10 Jul, 2017",0.0,English,"Indie, Action",game,True
50.0,21100,30.98,Action,False,,,Partial Xbox Controller Support,success,2025-08-24T21:34:49.378709,Day 1 Studios,0.0,0.0,₪73.95,2025-02-01,Action,False,₪73.95,False,False,Dead,1,2025-07-01,False,False,74.0,True,3,6,F.E.A.R. 3,"Minimum:OS *:Windows XPProcessor:Intel Core 2 Duo 2.4Ghz, AMD Athlon X2 4800+Drive Space:4.4GBRAM:2GBVideo Card:NVIDIA 8800 GT 512MB RAM, ATI 3850HD 512Mb RAM or betterDirectX®:9.0cRecommended:OS *:Windows 7Processor:Intel Core 2 Duo 2.93Ghz+, Intel quad core 2.66Ghz+, AMD Phenom II X2 550, 3.1Ghz+Drive Space:10.0GBRAM:4GBVideo Card:NVIDIA 9800 GTX+ 512MB RAM, ATI 5750HD 512Mb RAM or betterDirectX®:11*Starting January 1st, 2024, the Steam Client will only support Windows 10 and later versions.",Warner Bros. Interactive Entertainment,56.0,"21 Jun, 2011",18.0,"English, French, German, Italian, Korean, Polish, Portuguese - Portugal, Russian, Spanish - Spain","FPS, Horror, Co-op, Action, Multiplayer, Shooter, Singleplayer, Gore, First-Person, Online Co-Op, Bullet Time, Sci-fi, Adventure, Zombies, Co-op Campaign, Atmospheric, Story Rich, Mechs, Controller, Short",game,True
35.0,3572870,7.53,"Adventure, Casual, Strategy",False,,,,success,2025-08-27T13:03:56.773832,Game Mixer,50.0,0.0,$3.49,2025-03-01,"Adventure, Casual, Strategy",False,$6.99,False,False,Dead,1,2025-07-01,False,False,,True,3,5,Rescue Team: Attack of the Atom,"Minimum:OS *:Windows 7 or laterProcessor:2 GHz processorMemory:2 GB RAMGraphics:GPU with at least 512MB of VRAMDirectX:Version 11Storage:1 GB available space*Starting January 1st, 2024, the Steam Client will only support Windows 10 and later versions.",Alawar Casual,0.0,"Mar 21, 2025",0.0,"English, German, Russian","Casual, Adventure, Strategy, Puzzle, City Builder, Exploration, Time Management, Top-Down, Cute, Colorful, Family Friendly, Artificial Intelligence, Logic, Management, Relaxing, Building, Mystery, Time Manipulation, Linear, Base Building",game,True
40.0,1356670,47.8,"Action, Indie",False,,,"Full Xbox Controller Support, PS4 Controller Support, PS5 Controller Support",success,2025-08-23T22:18:00.029007,Edelweiss,0.0,2.0,₪110.95,2025-02-01,"Action, Indie",True,₪110.95,False,False,Dead,1,2025-07-01,False,False,82.0,True,3,6,Sakuna: Of Rice and Ruin,"Minimum:Requires a 64-bit processor and operating systemOS *:Windows 8.1/10Processor:Intel Core i5-7500Memory:6 GB RAMGraphics:NVIDIA GTX 750 TiDirectX:Version 11Storage:7 GB available spaceRecommended:Requires a 64-bit processor and operating systemOS *:Windows 8.1/10Processor:Intel Core i5-7500Memory:6 GB RAMGraphics:NVIDIA GTX 1060DirectX:Version 11Storage:7 GB available space*Starting January 1st, 2024, the Steam Client will only support Windows 10 and later versions.","XSEED Games, Marvelous USA, Inc.",25.0,"10 Nov, 2020",0.0,"English, Japanese, Korean, Traditional Chinese, Simplified Chinese, Spanish - Latin America","Action, Farming Sim, Female Protagonist, Story Rich, Side Scroller, Mythology, Platformer, Agriculture, Crafting, Simulation, Demons, Beat 'em up, Difficult, Combat, Third Person, Colorful, Cats, Singleplayer, Dog, Anime",game,True
