appid,best_community_idx,best_community_id,similarity
1693000,21,21,0.5179993510246277
652980,2,2,0.517913818359375
2137470,7,7,0.5178508162498474
3449620,23,23,0.5177311897277832
1433570,2,2,0.5176498293876648
607540,23,23,0.5176383852958679
389440,2,2,0.517600953578949
1060210,32,32,0.5175620913505554
2183600,32,32,0.5174707770347595
331480,9,9,0.5172982811927795
666620,27,27,0.5172217488288879
601810,2,2,0.5172195434570312
847110,2,2,0.5171504616737366
1803960,27,27,0.5170444250106812
877180,2,2,0.5169581770896912
2150330,2,2,0.5167812705039978
39650,30,30,0.5165441632270813
328900,2,2,0.5161993503570557
2384690,21,21,0.5161759853363037
1339310,27,27,0.5160004496574402
1224700,27,27,0.5159811973571777
3217360,7,7,0.5159519910812378
1354230,2,2,0.5158514380455017
346750,36,36,0.5154914855957031
2218970,27,27,0.5152414441108704
618950,2,2,0.5147355794906616
115800,1,1,0.514668881893158
466490,2,2,0.5146408081054688
1747670,2,2,0.5144339799880981
1545450,2,2,0.514360249042511
1344840,36,36,0.5143522620201111
2967500,2,2,0.5143240094184875
1528080,2,2,0.5143173336982727
3276490,11,11,0.514306902885437
1591420,2,2,0.5139258503913879
2769210,36,36,0.5136061310768127
1907000,27,27,0.5135740041732788
612510,7,7,0.5135231614112854
1060820,2,2,0.51323401927948
37940,23,23,0.5130900740623474
364530,23,23,0.5130900740623474
320000,23,23,0.5130900740623474
716390,23,23,0.5130900740623474
1326880,23,23,0.5130900740623474
350820,23,23,0.5130900740623474
396740,23,23,0.5130900740623474
10040,23,23,0.5130900740623474
2967920,11,11,0.5128526091575623
600080,2,2,0.5128064155578613
1207590,21,21,0.512662947177887
698540,11,11,0.5125023722648621
94590,2,2,0.5123995542526245
377950,2,2,0.5122042894363403
2603020,21,21,0.5120461583137512
2438230,11,11,0.5115978717803955
1305080,2,2,0.5115641951560974
2595130,11,11,0.5114192366600037
3118290,2,2,0.5113369226455688
1212830,27,27,0.511224091053009
1036740,27,27,0.5109654068946838
2512200,2,2,0.5109291076660156
854570,2,2,0.5109152793884277
30010,23,23,0.5106198787689209
3457180,2,2,0.5104829668998718
294440,7,7,0.510272741317749
1067860,21,21,0.5100480318069458
1296770,2,2,0.5098149180412292
1127110,7,7,0.5093820691108704
1946140,11,11,0.5093072652816772
1055990,36,36,0.5090276002883911
440420,2,2,0.508988082408905
1409830,23,23,0.5088658928871155
2941730,2,2,0.50885409116745
2292060,27,27,0.5088199377059937
1057700,2,2,0.5088000893592834
519540,2,2,0.5087247490882874
292930,30,30,0.5085363388061523
2351860,27,27,0.5082969665527344
2385720,2,2,0.5082365870475769
1506850,7,7,0.508164644241333
2905790,2,2,0.5081332325935364
11130,32,32,0.5079221725463867
402040,2,2,0.5077512264251709
1773210,23,23,0.5075417757034302
2063680,7,7,0.5075151920318604
1980210,2,2,0.5072588920593262
2775370,2,2,0.506203293800354
2877540,27,27,0.5059975385665894
1417770,27,27,0.5059636235237122
9300,1,1,0.5057476758956909
1270100,21,21,0.5055271983146667
2411980,2,2,0.5055033564567566
1439750,21,21,0.5054540634155273
292910,23,23,0.5054101347923279
1137300,23,23,0.5053939819335938
2087460,11,11,0.5049469470977783
3089130,2,2,0.5048821568489075
3116360,2,2,0.5048342347145081
2179170,2,2,0.5047903060913086
2309400,27,27,0.504631519317627
247750,1,1,0.50458824634552
1471410,2,2,0.5045453310012817
889530,2,2,0.5045163631439209
1917920,2,2,0.5044723153114319
366320,1,1,0.5044325590133667
438560,27,27,0.5044117569923401
2155480,2,2,0.5042705535888672
292240,2,2,0.5042363405227661
380060,23,23,0.503659725189209
748090,23,23,0.503659725189209
4540,23,23,0.503659725189209
381650,23,23,0.503659725189209
286480,2,2,0.5035555958747864
1249040,2,2,0.5033916234970093
832540,7,7,0.5033431053161621
2191080,2,2,0.5031350255012512
2867410,2,2,0.5028812289237976
2445990,36,36,0.5025045871734619
2658720,36,36,0.5024701952934265
645320,23,23,0.5023375749588013
458480,2,2,0.5022540092468262
440030,21,21,0.5021688938140869
1461770,27,27,0.5021227598190308
926520,7,7,0.5020985007286072
2334170,2,2,0.501878023147583
218640,34,34,0.5017289519309998
747340,2,2,0.5015255808830261
510660,12,12,0.5014835596084595
3368490,23,23,0.5014535188674927
485670,2,2,0.5012866258621216
336940,2,2,0.5010491013526917
1865370,2,2,0.5003562569618225
2963890,27,27,0.500343382358551
1373350,27,27,0.5002692937850952
2374190,2,2,0.5001938343048096
1163870,2,2,0.5001487135887146
674750,2,2,0.4997626543045044
1456820,2,2,0.4994886815547943
294660,2,2,0.49946317076683044
3076620,11,11,0.499404639005661
225000,2,2,0.49936866760253906
990900,2,2,0.49933379888534546
805610,2,2,0.499112606048584
529640,27,27,0.4987291097640991
282760,2,2,0.49871712923049927
2130000,27,27,0.49856510758399963
2361570,27,27,0.4985629618167877
2193720,27,27,0.49836546182632446
338160,21,21,0.4981856346130371
1108830,36,36,0.49815741181373596
1957330,2,2,0.4979269504547119
1524790,36,36,0.4979228675365448
1160950,36,36,0.4978555738925934
3267910,2,2,0.49744924902915955
712730,2,2,0.49743953347206116
2267180,23,23,0.49726614356040955
2549090,2,2,0.4968733787536621
1930750,23,23,0.4967939257621765
234670,1,1,0.4967697560787201
